DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,LICENSE DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
CLYDE'S TAVERN,3046 N CALIFORNIA AVE 1ST,CHICAGO,IL,60618,Tavern,41.93716929,-87.6979088,"(41.93716929404416, -87.6979088017907)"
UNIVERSITY OF CHICAGO CLOISTERS CLUB,1212 E 59TH ST  1,CHICAGO,IL,60637,Tavern,41.78792148,-87.59580626,"(41.78792148410527, -87.59580626241898)"
CAMINOS DE MICHOACAN,1659 W CULLERTON ST 1ST #,CHICAGO,IL,60608,Tavern,41.85491368,-87.66844578,"(41.85491368268184, -87.66844577531342)"
FARMHOUSE,228 W CHICAGO AVE 1ST & 2ND,CHICAGO,IL,60610,Tavern,41.89670006,-87.63546085,"(41.89670005827599, -87.63546084750608)"
25 DEGREES,736 N CLARK ST,CHICAGO,IL,60610,Tavern,41.89593967,-87.63137866,"(41.89593966860199, -87.63137866092413)"
KEEPERS PUB,6232 W ADDISON ST  1ST,CHICAGO,IL,60634,Tavern,41.94581811,-87.78270834,"(41.94581810831251, -87.78270833812772)"
MONTROSE SALOON,2933 W MONTROSE AVE 1 #,CHICAGO,IL,60618,Tavern,41.96111694,-87.70227416,"(41.961116939451195, -87.70227415826348)"
TWO WAY LOUNGE,2928 W FULLERTON AVE,CHICAGO,IL,60647,Tavern,41.92488367,-87.7010487,"(41.92488366892586, -87.70104870385482)"
SKYBOX SPORTS BAR,3601 W HARRISON ST 1ST,CHICAGO,IL,60624,Tavern,41.8734568,-87.71577762,"(41.87345680137812, -87.7157776166529)"
KIRKWOOD BAR & GRILL,2934-36 N SHEFFIELD AVE 1ST,CHICAGO,IL,60657,Tavern,41.93546443,-87.65410203,"(41.93546443073959, -87.65410202519548)"
THE HIDDEN COVE,5338 N LINCOLN AVE 1,CHICAGO,IL,60625,Tavern,41.97885403,-87.69278877,"(41.978854032341516, -87.69278877219502)"
LIZARD'S LIQUID LOUNGE,3058 W IRVING PARK RD 1,CHICAGO,IL,60618,Tavern,41.95404564,-87.70551429,"(41.9540456395967, -87.70551429267886)"
FLAGSHIP TAVERN & GRILL,1622 W BELMONT AVE 1,CHICAGO,IL,60657,Tavern,41.93979302,-87.66961665,"(41.93979302024049, -87.66961664829614)"
BABES ON MILWAUKEE,4416 N MILWAUKEE AVE  1ST,CHICAGO,IL,60630,Tavern,41.96105283,-87.75501547,"(41.96105283168443, -87.75501546564084)"
THE PEEK INN,2825 W IRVING PARK RD,CHICAGO,IL,60618,Tavern,41.9538584,-87.69931673,"(41.953858397875656, -87.69931673226301)"
MICHAEL'S SPORTS LOUNGE,4501 S ARCHER AVE  LIQUO,CHICAGO,IL,60632,Tavern,41.81159873,-87.70806972,"(41.81159873397149, -87.708069721576)"
SOUTHPORT LANES INC,3325 N SOUTHPORT AVE 1ST,CHICAGO,IL,60657,Tavern,41.94239785,-87.66374117,"(41.94239785430419, -87.6637411691924)"
SHOTAY'S  B V D INC,4311 W 47TH ST 1ST,CHICAGO,IL,60632,Tavern,41.80766199,-87.73148027,"(41.80766199360051, -87.73148027311129)"
HIDIRI,1008 E 93RD ST 1ST,CHICAGO,IL,60619,Tavern,41.72589432,-87.59929764,"(41.72589431975462, -87.5992976431851)"
"THE LODGE TAVERN, INC.",21 W DIVISION ST,CHICAGO,IL,60610,Tavern,41.90381781,-87.62958214,"(41.90381780710421, -87.62958214133575)"
The Grafton Pub & Grill,4530 N LINCOLN AVE 1ST,CHICAGO,IL,60625,Tavern,41.96395323,-87.68566333,"(41.96395323202934, -87.68566332514946)"
KOPY KAT,5200 S WESTERN AVE  1,CHICAGO,IL,60609,Tavern,41.7992406,-87.68432188,"(41.79924059614758, -87.68432188020958)"
MARTY'S,1511 W BALMORAL AVE,CHICAGO,IL,60640,Tavern,41.97972858,-87.66875196,"(41.979728582183185, -87.66875196215193)"
PEARL TAVERN,180 N WACKER DR,CHICAGO,IL,60606,Tavern,41.88524323,-87.63716479,"(41.8852432326908, -87.63716479430107)"
STAN'S TAVERN,5044 W ARMITAGE AVE 1ST,CHICAGO,IL,60639,Tavern,41.91695713,-87.75272404,"(41.9169571308738, -87.75272403585605)"
RITA'S PLACE INC.,5414 W FULLERTON AVE 1ST,CHICAGO,IL,60639,Tavern,41.92414447,-87.76168554,"(41.92414446631206, -87.76168553742855)"
DRAM SHOP LTD,3040 N BROADWAY,CHICAGO,IL,60657,Tavern,41.93759552,-87.64446517,"(41.93759551483016, -87.64446516842042)"
GRAYLAND PUB,3734 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,Tavern,41.94858021,-87.7396441,"(41.94858021173421, -87.73964409528077)"
BOBBIE'S RUNAWAY,5305 N DAMEN AVE GROUND,CHICAGO,IL,60625,Tavern,41.97803478,-87.67931763,"(41.978034777407565, -87.67931763321386)"
REGGIE'S BAR & GRILL,2105 S STATE ST,CHICAGO,IL,60616,Tavern,41.85406377,-87.62696054,"(41.85406376900946, -87.6269605360631)"
BOULEVARD DELI & LIQUOR,2956-2958 W NORTH AVE 1ST 101,CHICAGO,IL,60647,Tavern,41.91028581,-87.70137269,"(41.91028581429125, -87.70137268454522)"
ARCHIE'S IOWA ROCKWELL TAVERN,2600 W IOWA ST 1ST,CHICAGO,IL,60622,Tavern,41.89762068,-87.69194349,"(41.897620682996454, -87.69194348634878)"
E Z INN,921 N WESTERN AVE 1ST,CHICAGO,IL,60622,Tavern,41.89829088,-87.68676048,"(41.89829087839354, -87.6867604770308)"
439 NIGHT CLUB INC,439 N OGDEN AVE 1ST #,CHICAGO,IL,60642,Tavern,41.88997529,-87.65976287,"(41.889975288186825, -87.65976286576765)"
GEORGES TAP,9910 S COMMERCIAL AVE,CHICAGO,IL,60617,Tavern,41.71507295,-87.55111469,"(41.71507294801782, -87.5511146927825)"
"EL NOCHESLENZE, INC.",4622 S WESTERN AVE 1ST,CHICAGO,IL,60609,Tavern,41.8094638,-87.68461192,"(41.80946380080182, -87.68461192411337)"
THE MAP ROOM,1949 N HOYNE AVE 1ST,CHICAGO,IL,60647,Tavern,41.91767143,-87.67994771,"(41.9176714320879, -87.67994770879857)"
DUGAN'S,128 S HALSTED ST 1ST,CHICAGO,IL,60661,Tavern,41.87957992,-87.64743995,"(41.87957991804082, -87.64743995410377)"
CITY POOL HALL,640 W HUBBARD ST,CHICAGO,IL,60654,Tavern,41.89023675,-87.64442683,"(41.89023675339099, -87.64442682991817)"
"THE CLADDAGH RING PUB, INC",2306 W FOSTER AVE 1ST,CHICAGO,IL,60625,Tavern,41.97603265,-87.68703171,"(41.976032649455846, -87.68703170509428)"
DAVENPORT'S,1383 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,Tavern,41.90703839,-87.67201512,"(41.90703839117248, -87.67201512117582)"
HARBEES LIQUORS INC,1345 W 18TH ST 1ST,CHICAGO,IL,60608,Tavern,41.85777706,-87.66065659,"(41.8577770607321, -87.66065658803547)"
KASEY'S TAVERN,701 S DEARBORN ST,CHICAGO,IL,60605,Tavern,41.87332434,-87.6290217,"(41.87332434171823, -87.62902170438788)"
MARIA'S TAP,5357 W BELMONT AVE 1ST,CHICAGO,IL,60641,Tavern,41.93853015,-87.76139425,"(41.93853014921272, -87.76139425422107)"
LEMMINGS,1850 N DAMEN AVE 1ST,CHICAGO,IL,60647,Tavern,41.91531012,-87.67771343,"(41.91531012151821, -87.67771343094232)"
JUNES INN,4333 N WESTERN AVE,CHICAGO,IL,60618,Tavern,41.96050838,-87.68851199,"(41.960508379517414, -87.68851198812732)"
"""8 FIFTY 8""",858 W LAKE ST 1 & 2,CHICAGO,IL,60607,Tavern,41.88573771,-87.64975266,"(41.88573771230126, -87.64975265703727)"
PADDY MAC'S,4157 N PULASKI RD 1ST,CHICAGO,IL,60641,Tavern,41.95715498,-87.72757202,"(41.957154975326574, -87.72757201572533)"
SQUARE ONE LOUNGE,1400 S MICHIGAN AVE 1ST E,CHICAGO,IL,60605,Tavern,41.86400154,-87.62422573,"(41.864001543549804, -87.62422572913968)"
JUSTIN'S,3356-3358 N SOUTHPORT AVE 1ST,CHICAGO,IL,60657,Tavern,41.94330696,-87.66406138,"(41.94330695630928, -87.66406138245193)"
BASIA'S PLACE,5030 S ARCHER AVE  1,CHICAGO,IL,60632,Tavern,41.80151119,-87.72529741,"(41.80151119282641, -87.72529740644539)"
LINDA'S PLACE,1044 W 51ST ST 1ST,CHICAGO,IL,60609,Tavern,41.801602,-87.65198245,"(41.80160200374027, -87.65198244560317)"
WENDOL'S,13335 S BALTIMORE AVE,CHICAGO,IL,60633,Tavern,41.65262436,-87.54700705,"(41.65262436269018, -87.5470070463886)"
RAIL CLUB INC,500 W MADISON ST  NORTH,CHICAGO,IL,60661,Tavern,41.88199434,-87.63975869,"(41.88199433820508, -87.6397586848809)"
THE MUTINY,2428 N WESTERN AVE  1,CHICAGO,IL,60647,Tavern,41.92585792,-87.68782465,"(41.9258579234195, -87.68782464658447)"
CHARLIES CHICAGO,3726 N BROADWAY,CHICAGO,IL,60613,Tavern,41.94996944,-87.64902099,"(41.949969437633726, -87.64902099299884)"
ROCKY'S,234-236 W 31ST ST,CHICAGO,IL,60616,Tavern,41.8383285,-87.63303202,"(41.83832850207603, -87.63303201861649)"
EL POTRILLO,5129 S ARCHER AVE  1ST,CHICAGO,IL,60632,Tavern,41.80045419,-87.73075513,"(41.800454189825295, -87.73075512577411)"
AS TIME GOES BY II LTD.,7706 W BELMONT AVE,CHICAGO,IL,60634,Tavern,41.93799415,-87.81928312,"(41.9379941491104, -87.81928311687304)"
MERCER 113,113-119 W HUBBARD ST 1ST,CHICAGO,IL,60654,Tavern,41.8899035,-87.63168043,"(41.88990349553099, -87.63168042551925)"
FINN MC COOL'S,3938 N ASHLAND AVE 1,CHICAGO,IL,60613,Tavern,41.95359472,-87.66917602,"(41.95359471728121, -87.66917601785995)"
3123 CLUB,3123 N CICERO AVE 1ST,CHICAGO,IL,60641,Tavern,41.93769663,-87.7466965,"(41.93769662603304, -87.74669650322748)"
REX TAVERN,4933 N MILWAUKEE AVE  1ST,CHICAGO,IL,60630,Tavern,41.97050426,-87.76291484,"(41.97050425594226, -87.76291483492321)"
R PUBLIC HOUSE,1508 W JARVIS AVE,CHICAGO,IL,60626,Tavern,42.01615267,-87.66856404,"(42.01615267045287, -87.66856404328705)"
LOS 3 DIAZ,1802 S ALLPORT ST,CHICAGO,IL,60608,Tavern,41.8577844,-87.65779259,"(41.857784396461476, -87.65779259251255)"
THE TWISTED VINE,3530 N HALSTED ST,CHICAGO,IL,60657,Tavern,41.9463223,-87.64960235,"(41.94632229643331, -87.64960234672562)"
GEORGE'S COCKTAIL LOUNGE,646 S WABASH AVE 1ST,CHICAGO,IL,60605,Tavern,41.87342663,-87.62611957,"(41.87342662685568, -87.62611956937845)"
SOCIAL TWENTY FIVE,25 W HUBBARD ST,CHICAGO,IL,60610,Tavern,41.88994002,-87.62894827,"(41.88994002083373, -87.62894827231133)"
BLACKIE'S,755 S CLARK ST,CHICAGO,IL,60605,Tavern,41.87236137,-87.63046721,"(41.872361365803386, -87.63046720465887)"
CHUCKIE'S,1412-1414 W MORSE AVE 1ST,CHICAGO,IL,60626,Tavern,42.00800667,-87.66649165,"(42.0080066687647, -87.66649164998036)"
DOGGIE INN LOUNGE,5525 W NORTH AVE  1,CHICAGO,IL,60639,Tavern,41.90928636,-87.76404426,"(41.909286362278905, -87.76404426441256)"
TEMPLESTOWE PUB,3135 W MONTROSE AVE 1,CHICAGO,IL,60618,Tavern,41.96108392,-87.70724121,"(41.96108392312639, -87.70724120876541)"
CERILVO LOUNGE,2701 W 24TH ST 1ST,CHICAGO,IL,60608,Tavern,41.84818581,-87.69301441,"(41.84818580516613, -87.69301440846111)"
ALL AMERICAN LOUNGE,3018 W NORTH AVE 1ST,CHICAGO,IL,60647,Tavern,41.91027801,-87.70294853,"(41.91027800617339, -87.70294853106684)"
RAINBO CLUB INC,1150 N DAMEN AVE,CHICAGO,IL,60622,Tavern,41.90286898,-87.67739522,"(41.90286898429872, -87.67739521542943)"
O'LANAGAN'S IV INC,2335 W MONTROSE AVE  1,CHICAGO,IL,60618,Tavern,41.96121798,-87.68761163,"(41.9612179775438, -87.68761163321348)"
LA POSADA LOUNGE,4059 W ARMITAGE AVE,CHICAGO,IL,60639,Tavern,41.91702598,-87.72893682,"(41.917025979267294, -87.72893682225484)"
"CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,CHICAGO,IL,60632,Tavern,41.80764925,-87.73242906,"(41.807649252190316, -87.73242906054888)"
"MARINO'S SOUTHTOWN TAP, INC.",10200 S AVENUE M  1ST,CHICAGO,IL,60617,Tavern,41.70994943,-87.53784386,"(41.709949427519334, -87.53784386347941)"
RICARDO & MARTHA VILLALOBOS,2234 S CALIFORNIA AVE 1ST,CHICAGO,IL,60608,Tavern,41.850874,-87.69556742,"(41.85087399504919, -87.69556742048714)"
PATTIE'S PUB,517 W 43RD ST 1ST,CHICAGO,IL,60609,Tavern,41.81618138,-87.63929923,"(41.816181381050185, -87.6392992284379)"
UNDERGROUND CHICAGO,56 W ILLINOIS ST,CHICAGO,IL,60610,Tavern,41.89093545,-87.6301431,"(41.890935446552625, -87.63014310123303)"
"Har-Hig Liquors, Inc.",7154 W HIGGINS AVE,CHICAGO,IL,60656,Tavern,41.98117283,-87.80670113,"(41.98117283405774, -87.8067011301986)"
FOUR TREYS,3333 N DAMEN AVE 1,CHICAGO,IL,60618,Tavern,41.94235041,-87.67828213,"(41.94235041019631, -87.67828213412655)"
Trace,3714 N CLARK ST 1ST,CHICAGO,IL,60613,Tavern,41.94941728,-87.6584683,"(41.949417278444706, -87.6584683031439)"
PODLASIE,2918 N CENTRAL PARK AVE  1,CHICAGO,IL,60618,Tavern,41.93439264,-87.71740272,"(41.93439264249547, -87.7174027232856)"
HARRITY'S SPORTS BAR & GRILL,3147 N CENTRAL AVE 1,CHICAGO,IL,60634,Tavern,41.93814777,-87.76633681,"(41.93814776750089, -87.76633680997013)"
COMMONWEALTH TAVERN,2000 W ROSCOE ST 1,CHICAGO,IL,60618,Tavern,41.94332514,-87.67851443,"(41.94332513800031, -87.67851443293753)"
J & M TAP,957 N LEAVITT ST 1ST,CHICAGO,IL,60622,Tavern,41.89935966,-87.6818965,"(41.89935965685184, -87.68189650291991)"
HANGOVERS,3528-3532 N PULASKI RD 1ST,CHICAGO,IL,60641,Tavern,41.94533114,-87.72751675,"(41.94533114437685, -87.72751675037124)"
KOZY KORNER,461 E 63RD ST 1ST,CHICAGO,IL,60637,Tavern,41.78017105,-87.61326282,"(41.78017105108885, -87.61326281809536)"
EASY BAR,1944 W DIVISION ST,CHICAGO,IL,60622,Tavern,41.90331076,-87.6766517,"(41.90331075549537, -87.67665169704529)"
KEDZIE LIQUOR,5421 S KEDZIE AVE 1ST,CHICAGO,IL,60632,Tavern,41.79466538,-87.70344423,"(41.79466537919358, -87.70344423431382)"
LITTLE BAR,5823 N NORTHWEST HWY,CHICAGO,IL,60631,Tavern,41.9873528,-87.78995291,"(41.98735280000088, -87.78995291114663)"
PROHIBIT,116 W HUBBARD ST LOWER LEVEL,CHICAGO,IL,60654,Tavern,41.89012138,-87.63186017,"(41.89012137600596, -87.63186016746914)"
"THE BLIND ROBIN, INC.",853 N WESTERN AVE 1ST,CHICAGO,IL,60622,Tavern,41.89734458,-87.68673527,"(41.89734458386902, -87.68673526654705)"
ROSSI'S LIQUORS INC,412 N STATE ST 1ST,CHICAGO,IL,60610,Tavern,41.88972849,-87.62814452,"(41.889728487941774, -87.62814451676836)"
THE FLAT IRON,1565 N MILWAUKEE AVE,CHICAGO,IL,60622,Tavern,41.91003508,-87.67670469,"(41.91003508427626, -87.67670468869552)"
ROYAL LOUNGE,9924 S TORRENCE AVE 1ST,CHICAGO,IL,60617,Tavern,41.71458131,-87.55991051,"(41.714581313931575, -87.55991050621319)"
BATON LOUNGE,436 N CLARK ST,CHICAGO,IL,60610,Tavern,41.89027564,-87.63123652,"(41.89027564064878, -87.63123652314604)"
BLUE SKY RESTAURANT,4807-4809 S PULASKI RD 1ST,CHICAGO,IL,60632,Tavern,41.80577977,-87.72337496,"(41.80577977439837, -87.72337496234026)"
UNDERGROUND WONDER BAR,710 N CLARK ST,CHICAGO,IL,60610,Tavern,41.89523179,-87.6313589,"(41.8952317861976, -87.63135889968055)"
LUCKY INN INC.,5948 W DIVERSEY AVE,CHICAGO,IL,60639,Tavern,41.93125472,-87.77551748,"(41.93125472207035, -87.77551748411777)"
THE GLOBE PUB,1934 W IRVING PARK RD 1,CHICAGO,IL,60613,Tavern,41.9542799,-87.67773217,"(41.95427990254856, -87.67773216663062)"
HARRIGAN'S,2816 N HALSTED ST 1ST,CHICAGO,IL,60657,Tavern,41.93326207,-87.64917834,"(41.93326207377274, -87.64917834017973)"
TIME OUT LOUNGE,8216 S VINCENNES AVE 1ST,CHICAGO,IL,60620,Tavern,41.74480061,-87.63592483,"(41.74480061003419, -87.6359248327778)"
CANOS VILLAGE,2953 W BELMONT AVE,CHICAGO,IL,60618,Tavern,41.93925504,-87.70242709,"(41.939255035341795, -87.7024270940334)"
PEACOCK LIQUORS,3056 W MONTROSE AVE 1ST,CHICAGO,IL,60618,Tavern,41.96131437,-87.70566235,"(41.96131436609295, -87.70566234510721)"
LONCARS,3201 E 92ND ST,CHICAGO,IL,60617,Tavern,41.72818927,-87.54681785,"(41.72818926732291, -87.54681785120488)"
TED'S FIREWATER SALOON INC,5834 S KEDZIE AVE 1ST,CHICAGO,IL,60629,Tavern,41.78701297,-87.70351455,"(41.787012972330785, -87.7035145468562)"
EXCHANGE TAP,7159 S EXCHANGE AVE 1ST,CHICAGO,IL,60649,Tavern,41.76484807,-87.56504514,"(41.76484806989517, -87.56504513907144)"
JUNIOR'S SPORTS BAR,2058 W CERMAK RD  1,CHICAGO,IL,60608,Tavern,41.85224871,-87.67817272,"(41.85224870980069, -87.67817272295613)"
STELLA'S TAP,935 N WESTERN AVE 1ST,CHICAGO,IL,60622,Tavern,41.89858088,-87.68676889,"(41.8985808823796, -87.68676889043412)"
JOE'S ON BROADWAY,3563 N BROADWAY  1ST,CHICAGO,IL,60657,Tavern,41.94725603,-87.64705751,"(41.94725603414021, -87.64705750744655)"
JOE'S WINE CELLAR,2108 W DIVISION ST 1F,CHICAGO,IL,60622,Tavern,41.90324955,-87.68012808,"(41.903249553580345, -87.68012807462533)"
G Cue Billiards,157 N MORGAN ST,CHICAGO,IL,60607,Tavern,41.88476992,-87.65196798,"(41.88476992124432, -87.6519679781963)"
MCKELLIN'S,2800 W TOUHY AVE,CHICAGO,IL,60645,Tavern,42.01217318,-87.69984398,"(42.01217317771228, -87.69984397826516)"
J & R COCKTAIL LOUNGE,612 E 79TH ST 1ST,CHICAGO,IL,60619,Tavern,41.75131909,-87.60952232,"(41.751319087722045, -87.60952232294443)"
FLAMINGO COCKTAIL LOUNGE,6644 S COTTAGE GROVE AVE 1ST,CHICAGO,IL,60637,Tavern,41.77362364,-87.60593143,"(41.77362363931491, -87.60593143161948)"
MARINERO BAR AND GRILL,2916 W IRVING PARK RD,CHICAGO,IL,60618,Tavern,41.95406813,-87.70147783,"(41.954068125180704, -87.70147782880944)"
LIVEWIRE,3394 N MILWAUKEE AVE,CHICAGO,IL,60641,Tavern,41.94294084,-87.73039367,"(41.942940834526425, -87.73039367246311)"
MOTHER'S TOO,14 W DIVISION ST,CHICAGO,IL,60610,Tavern,41.90404183,-87.62925138,"(41.904041830936535, -87.62925137553839)"
THE BURLINGTON,3425 W FULLERTON AVE 1,CHICAGO,IL,60647,Tavern,41.92454279,-87.71310665,"(41.92454279258769, -87.71310664475575)"
HIDEOUT,1354 W WABANSIA AVE 1ST,CHICAGO,IL,60622,Tavern,41.91378441,-87.6624471,"(41.91378440726453, -87.66244709996673)"
SCOT'S,1829 W MONTROSE AVE,CHICAGO,IL,60613,Tavern,41.96139,-87.6756702,"(41.96139000160505, -87.67567020390625)"
MIKES PLACE/ RIO BRAVO,4311 W NORTH AVE 1ST,CHICAGO,IL,60639,Tavern,41.9096717,-87.73429798,"(41.909671702759205, -87.7342979760861)"
BEAUTY BAR,1444 W CHICAGO AVE,CHICAGO,IL,60642,Tavern,41.89623107,-87.66422034,"(41.896231064727615, -87.66422034267339)"
LITTLE JIM'S,3501 N HALSTED ST 1ST,CHICAGO,IL,60657,Tavern,41.94550975,-87.64928457,"(41.94550975342797, -87.64928456978339)"
RITCHIE'S,2748 W 59TH ST,CHICAGO,IL,60629,Tavern,41.78652677,-87.69311456,"(41.78652676834002, -87.69311455891014)"
HAM TREE INN,5333 N MILWAUKEE AVE 1ST,CHICAGO,IL,60630,Tavern,41.97750348,-87.76923663,"(41.9775034792202, -87.76923663085236)"
VAUGHANS PUB,5485 N NORTHWEST HWY,CHICAGO,IL,60630,Tavern,41.9804695,-87.77763062,"(41.98046949592434, -87.77763062118801)"
TED'S COCKTAIL LOUNGE,5813 W MADISON ST 1ST #,CHICAGO,IL,60644,Tavern,41.88004775,-87.77032949,"(41.88004775014948, -87.77032949140872)"
THE BARREL,2015 S DAMEN AVE,CHICAGO,IL,60608,Tavern,41.85443916,-87.67575976,"(41.854439155216255, -87.67575976190074)"
WRONGS,10012-10014 S WESTERN AVE,CHICAGO,IL,60643,Tavern,41.71144202,-87.68191864,"(41.7114420164893, -87.68191864161031)"
WINJAMMER MARINA,13701 S HOXIE AVE,CHICAGO,IL,60633,Tavern,41.64637082,-87.56034196,"(41.64637082018021, -87.56034196262158)"
RED KIVA,1106-1108 W RANDOLPH ST 1ST,CHICAGO,IL,60607,Tavern,41.88438845,-87.65476119,"(41.88438845222883, -87.65476118807521)"
PITCHFORK FOOD & SALOON,2922-2924 W IRVING PARK RD,CHICAGO,IL,60618,Tavern,41.95406688,-87.70175255,"(41.954066875501354, -87.70175255165984)"
NICK'S,1516 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,Tavern,41.90899562,-87.67553166,"(41.90899561514011, -87.67553165647173)"
Gman Tavern,3740 N CLARK ST 1,CHICAGO,IL,60613,Tavern,41.95016849,-87.65907862,"(41.950168494180915, -87.6590786208923)"
CHARLESTON,2076 N HOYNE AVE,CHICAGO,IL,60647,Tavern,41.91995236,-87.68031863,"(41.919952357067444, -87.68031863194493)"
SPYNERS PUB,4623 N WESTERN AVE 1ST,CHICAGO,IL,60625,Tavern,41.96563194,-87.68866466,"(41.96563193501198, -87.68866466216834)"
SHAY CHICAGO,222 W ONTARIO ST,CHICAGO,IL,60610,Tavern,41.89328327,-87.63511922,"(41.89328327332552, -87.63511922430564)"
VELVET LOUNGE,67 E CERMAK RD 1,CHICAGO,IL,60616,Tavern,41.85275162,-87.62442588,"(41.85275161632059, -87.62442588215922)"
BILLY SUNDAY,3143 W LOGAN BLVD 1,CHICAGO,IL,60647,Tavern,41.92786304,-87.70660502,"(41.92786304343622, -87.70660501506578)"
EL PLAN INC,2532 W 51ST ST,CHICAGO,IL,60632,Tavern,41.80120185,-87.68796644,"(41.80120185097902, -87.68796644449378)"
FULLER'S PUB,3203 W IRVING PARK RD  1,CHICAGO,IL,60618,Tavern,41.95380897,-87.70815347,"(41.95380897323534, -87.70815346715936)"
MARQUIS ROOM,5065-5067 W MADISON ST 1ST,CHICAGO,IL,60644,Tavern,41.88029764,-87.75236472,"(41.88029763602887, -87.75236472341271)"
GOLDIE'S,3839 N LINCOLN AVE,CHICAGO,IL,60613,Tavern,41.95159798,-87.67681051,"(41.95159798252976, -87.67681050978221)"
RED'S NEW GENERATION,6924 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,Tavern,41.76896702,-87.58646327,"(41.768967018931015, -87.5864632658377)"
JUKE JOYNT,515 E 47TH ST,CHICAGO,IL,60653,Tavern,41.80932375,-87.61325959,"(41.80932375021602, -87.61325959055534)"
WILD HARE,2610 N HALSTED ST 1ST,CHICAGO,IL,60614,Tavern,41.92946206,-87.64904948,"(41.929462059691446, -87.64904947805883)"
RANDY'S LOUNGE,7512-7514 S COTTAGE GROVE AVE,CHICAGO,IL,60619,Tavern,41.75814796,-87.60552414,"(41.758147964159335, -87.60552413621737)"
OAKWOOD '83,1959 W MONTROSE AVE 1ST #,CHICAGO,IL,60613,Tavern,41.96135532,-87.67830516,"(41.96135532131147, -87.67830515937477)"
LA RUTA  66,6553 S KEDZIE AVE,CHICAGO,IL,60629,Tavern,41.77373853,-87.70287002,"(41.77373853198971, -87.7028700200472)"
JIMMY GREEN'S,823-825 S STATE ST 1ST,CHICAGO,IL,60605,Tavern,41.87148773,-87.62736964,"(41.87148772638832, -87.62736964313437)"
XIPPO,3759 N DAMEN AVE 1ST,CHICAGO,IL,60618,Tavern,41.95046614,-87.67850589,"(41.950466140039374, -87.67850589129722)"
BRANDO'S,343 S DEARBORN ST,CHICAGO,IL,60604,Tavern,41.87714679,-87.62912123,"(41.877146786216336, -87.62912123316899)"
FIREWATER SALOON,6689-6695 N OLIPHANT AVE,CHICAGO,IL,60631,Tavern,42.00241224,-87.81634604,"(42.002412235795916, -87.81634603832423)"
Murphy's Bleachers,3653-3655 N SHEFFIELD AVE,CHICAGO,IL,60613,Tavern,41.94878847,-87.65422912,"(41.94878847107489, -87.65422911685373)"
GIL-TIKIE LOUNGE,9149 S ASHLAND AVE 1ST,CHICAGO,IL,60620,Tavern,41.72704145,-87.66266832,"(41.727041452634225, -87.66266831572061)"
BEERMISCUOUS,2812 N LINCOLN AVE 1,CHICAGO,IL,60657,Tavern,41.93281317,-87.65928062,"(41.932813164830016, -87.65928061515918)"
STUDIO 31,5147 S ARCHER AVE,CHICAGO,IL,60632,Tavern,41.80030387,-87.73174241,"(41.80030387187546, -87.731742412929)"
TWILIGHT LOUNGE,4644 N CENTRAL AVE 1ST,CHICAGO,IL,60630,Tavern,41.96541682,-87.76754899,"(41.965416817659744, -87.76754899426102)"
Chicago's Blarney Stone,3422-3424 N SHEFFIELD AVE,CHICAGO,IL,60657,Tavern,41.9442949,-87.65438637,"(41.944294896812565, -87.65438636488963)"
MAC KELL'S INN,3259 W 111TH ST 1ST,CHICAGO,IL,60655,Tavern,41.69142167,-87.70325707,"(41.69142166739826, -87.70325706559925)"
CLUB ESCAPE,1530 E 75TH ST,CHICAGO,IL,60619,Tavern,41.75886431,-87.58721925,"(41.75886431411593, -87.58721924748251)"
LOCASCIO'S SPORTS BAR,8010 S KEDZIE AVE # 1ST,CHICAGO,IL,60652,Tavern,41.74761584,-87.70247966,"(41.74761583788678, -87.7024796621383)"
TRINITY PUB CHICAGO,5943 N NORTHWEST HWY,CHICAGO,IL,60631,Tavern,41.98904253,-87.79297938,"(41.98904252993585, -87.79297937696374)"
CONTINENTAL LIQUORS,1628-1630 W 47TH ST,CHICAGO,IL,60609,Tavern,41.80869227,-87.66611299,"(41.80869226519778, -87.66611299346467)"
SIMPLY ELEGANT CATERING,35 W WACKER DR  21ST,CHICAGO,IL,60601,Tavern,41.88670967,-87.62930303,"(41.88670966670664, -87.6293030309932)"
THE RAIL BAR & GRILL,4707-4709 N DAMEN AVE,CHICAGO,IL,60625,Tavern,41.96714374,-87.67899333,"(41.96714373617562, -87.67899332559362)"
PHD LIQUORS,1257 S HALSTED ST 1 37,CHICAGO,IL,60607,Tavern,41.86548227,-87.64672081,"(41.86548227444604, -87.64672080888894)"
GREEN EYE LOUNGE,2403-2405 W HOMER ST,CHICAGO,IL,60647,Tavern,41.91656385,-87.68758147,"(41.91656384926489, -87.68758146591958)"
MONK'S PUB,205-207 W LAKE ST,CHICAGO,IL,60606,Tavern,41.8856185,-87.63412236,"(41.88561849458468, -87.63412235814367)"
