DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,LICENSE DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
FOREMOST LIQUORS,3210-3212 N CICERO AVE 1ST,CHICAGO,IL,60641,Tavern,41.93916408,-87.7470229,"(41.93916407999344, -87.7470229013708)"
LASCHET'S INN,2119 W IRVING PARK RD  1,CHICAGO,IL,60618,Tavern,41.95399792,-87.68206242,"(41.953997919864065, -87.68206242189052)"
MILLERS LIQUORS,2204 W ROSCOE ST 1ST,CHICAGO,IL,60618,Tavern,41.94326287,-87.6835328,"(41.943262872051214, -87.68353280417449)"
ROGERS PARK SOCIAL,6920-6922 N GLENWOOD AVE,CHICAGO,IL,60626,Tavern,42.00735347,-87.66630565,"(42.00735346769708, -87.66630564808894)"
CLUB 3001,3001 W MADISON ST,CHICAGO,IL,60612,Tavern,41.88091561,-87.7012489,"(41.88091560552493, -87.70124890402188)"
MITCHELL'S TAP,3356 S HALSTED ST  1ST,CHICAGO,IL,60608,Tavern,41.83312449,-87.64630845,"(41.83312449199574, -87.64630845166404)"
HAPPY VILLAGE CORP.,1059 N WOLCOTT AVE 1,CHICAGO,IL,60622,Tavern,41.90132043,-87.6746166,"(41.90132042594509, -87.67461659752595)"
REESE'S LOUNGE,1827 W 87TH ST,CHICAGO,IL,60620,Tavern,41.73560036,-87.66907678,"(41.73560035888288, -87.66907677991776)"
THE STANDARD CLUB,320 S PLYMOUTH CT,CHICAGO,IL,60604,Tavern,41.87758853,-87.62888073,"(41.87758852971419, -87.62888073044147)"
The Nil Tap,5734 N ELSTON AVE 1ST,CHICAGO,IL,60646,Tavern,41.98559488,-87.7696982,"(41.985594877372456, -87.76969819623302)"
DANAS LOUNGE,4715 S PAULINA ST,CHICAGO,IL,60609,Tavern,41.80809682,-87.66723404,"(41.80809681771658, -87.66723403520811)"
LITTLE JOE'S CIRCLE LOUNGE INC,1041 W TAYLOR ST,CHICAGO,IL,60607,Tavern,41.86937118,-87.65278082,"(41.86937117592203, -87.65278082182138)"
DOUBLE T LIQUORS & LOUNGE,5624 S PULASKI RD,CHICAGO,IL,60629,Tavern,41.79053041,-87.7232329,"(41.79053040708504, -87.72323290190295)"
ANNIE'S OFFICE,4400 S WASHTENAW AVE,CHICAGO,IL,60632,Tavern,41.81368048,-87.69206361,"(41.81368047969558, -87.69206360929044)"
SCHOOLYARD TAVERN & GRILL,3258 N SOUTHPORT AVE 1ST,CHICAGO,IL,60657,Tavern,41.94153946,-87.66401206,"(41.94153945604474, -87.66401205716195)"
KELSEY'S,2265 N LINCOLN AVE 1ST F,CHICAGO,IL,60614,Tavern,41.92340516,-87.64569665,"(41.9234051568052, -87.64569664482036)"
THE REDHEAD PIANO BAR,16 W ONTARIO ST,CHICAGO,IL,60654,Tavern,41.8933709,-87.62878315,"(41.893370903547904, -87.62878315259046)"
RUSH STREET,11601 W TOUHY AVE  CONCO,CHICAGO,IL,60666,Tavern,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)"
SHAKERS ON CLARK,3160 N CLARK ST 1ST,CHICAGO,IL,60657,Tavern,41.9392506,-87.65028008,"(41.93925059904862, -87.65028008046899)"
MR'S O'LEARY'S DUBLINER,10910 S WESTERN AVE 1ST,CHICAGO,IL,60643,Tavern,41.69512056,-87.68140865,"(41.69512055575073, -87.6814086503988)"
VICKIE'S,4201 W FULLERTON AVE,CHICAGO,IL,60639,Tavern,41.92431529,-87.73172602,"(41.92431528871619, -87.73172601594874)"
REGAL BEAGLE,3236 W 55TH ST  1,CHICAGO,IL,60632,Tavern,41.79360088,-87.70500291,"(41.793600875275615, -87.70500290691447)"
DUKE'S COCKTAIL LOUNGE,121-123 E 79TH ST,CHICAGO,IL,60619,Tavern,41.7509131,-87.62039196,"(41.750913103990285, -87.6203919644102)"
THE KEYNOTE LOUNGE,1116 W 63RD ST,CHICAGO,IL,60621,Tavern,41.77974513,-87.65280821,"(41.77974512594566, -87.65280821431756)"
BEACON TAP,13300 S BRANDON AVE  1ST,CHICAGO,IL,60633,Tavern,41.65358701,-87.54606081,"(41.6535870071101, -87.5460608117465)"
RIVERFRONT SALOON,3301 E 106TH ST,CHICAGO,IL,60617,Tavern,41.70265247,-87.5437075,"(41.702652466452214, -87.54370749488511)"
THE BRIXTON,5420 N CLARK ST 1 & 2,CHICAGO,IL,60640,Tavern,41.98047008,-87.66847533,"(41.98047007654258, -87.66847533361282)"
LA ESQUINA,2857 S KOSTNER AVE 1ST,CHICAGO,IL,60623,Tavern,41.83876004,-87.73398105,"(41.838760037450434, -87.73398105064182)"
BIG JOE'S 2 & 6,1818 W FOSTER AVE,CHICAGO,IL,60640,Tavern,41.97619817,-87.67548842,"(41.97619816950323, -87.67548842087041)"
CITY REFLECTIONS INC,4459 S KEDZIE AVE,CHICAGO,IL,60632,Tavern,41.81185328,-87.70397506,"(41.81185327457733, -87.70397505463012)"
DURANGO INC,2702 S KILDARE AVE 1ST,CHICAGO,IL,60623,Tavern,41.84216118,-87.73193622,"(41.84216118304808, -87.73193621736785)"
ANGIE'S,8352 S PULASKI RD,CHICAGO,IL,60652,Tavern,41.74056837,-87.72177348,"(41.74056837192125, -87.7217734812376)"
PUB OK,5659 W IRVING PARK RD 1ST,CHICAGO,IL,60634,Tavern,41.95304178,-87.76938006,"(41.95304177745123, -87.76938006290935)"
K'S DUGOUT,1930 W FOSTER AVE 1ST,CHICAGO,IL,60640,Tavern,41.97616563,-87.67772952,"(41.97616562906733, -87.67772952184824)"
AMERICAN ALE HOUSE,2335 W HOWARD ST,CHICAGO,IL,60645,Tavern,42.01941939,-87.68910151,"(42.019419393235125, -87.68910150502954)"
TANTRUM,1023 S STATE ST,CHICAGO,IL,60605,Tavern,41.86939111,-87.62732369,"(41.86939111423061, -87.62732368782115)"
THE BUREAU BAR,75 E 16TH ST,CHICAGO,IL,60616,Tavern,41.86011706,-87.62424756,"(41.860117062767905, -87.62424756445097)"
JEFFERSON INN,4874 N MILWAUKEE AVE 1ST,CHICAGO,IL,60630,Tavern,41.96966351,-87.76247921,"(41.96966351243263, -87.76247920920257)"
BOBBY LOVE'S,3729 N HALSTED ST 1ST,CHICAGO,IL,60613,Tavern,41.94994563,-87.64942402,"(41.9499456283356, -87.64942402350246)"
OLD TIME TAP INC.,13501 S BRANDON AVE 1ST,CHICAGO,IL,60633,Tavern,41.64995017,-87.54578184,"(41.64995017313985, -87.54578183873457)"
VELMA'S 408 CLUB INC,406-408 E 79TH ST 1ST #,CHICAGO,IL,60619,Tavern,41.75122921,-87.61464335,"(41.75122921369017, -87.61464335352295)"
WEST FIFTY FIFTH ST.,4201 W 55TH ST,CHICAGO,IL,60632,Tavern,41.79305036,-87.72812181,"(41.793050360110534, -87.72812180921062)"
3479 INC,3479 S ARCHER AVE 1ST,CHICAGO,IL,60608,Tavern,41.83050242,-87.6772523,"(41.83050241619301, -87.67725229967697)"
OLD LAWNDALE TAP,5848 S LAWNDALE AVE,CHICAGO,IL,60629,Tavern,41.7864102,-87.71576565,"(41.786410195714154, -87.71576564562389)"
EMPTY BOTTLE INC,1035 N WESTERN AVE 1ST,CHICAGO,IL,60622,Tavern,41.90040217,-87.68681439,"(41.90040216893255, -87.68681438778759)"
GO TAVERN & LIQUORS,3219 W ARMITAGE AVE,CHICAGO,IL,60647,Tavern,41.91728227,-87.70777592,"(41.91728227369935, -87.70777592011419)"
ANNIE MC KINNON,4701 W HARRISON ST  1,CHICAGO,IL,60644,Tavern,41.87308976,-87.74268267,"(41.87308976346563, -87.74268267165898)"
"LLOYD'S LOUNGE, INC.",6046 S RACINE AVE,CHICAGO,IL,60636,Tavern,41.78367274,-87.65475216,"(41.78367273729985, -87.65475216429715)"
DOT'S PLACE INC,6915 S WESTERN AVE  1,CHICAGO,IL,60636,Tavern,41.76784895,-87.6831816,"(41.76784895122007, -87.68318159518174)"
VILLAGE TAVERN INC.,6912 W BELMONT AVE,CHICAGO,IL,60634,Tavern,41.93822423,-87.79871834,"(41.938224231268705, -87.79871834443648)"
ESSO LOUNGE,1270 N MILWAUKEE AVE,CHICAGO,IL,60622,Tavern,41.90477487,-87.6689143,"(41.9047748660045, -87.66891429621131)"
MR ZJ'S,2924 N CENTRAL PARK AVE,CHICAGO,IL,60618,Tavern,41.93455318,-87.71740715,"(41.93455317548739, -87.71740714565092)"
DR J'S PLACE,3241 W CHICAGO AVE 1ST,CHICAGO,IL,60651,Tavern,41.89542902,-87.70809243,"(41.89542902434966, -87.70809243421606)"
VAUGHAN'S PUB,2917 N SHEFFIELD AVE,CHICAGO,IL,60657,Tavern,41.93500236,-87.65379238,"(41.93500235831336, -87.65379237472023)"
Parlour On Clark,6341 N CLARK ST,CHICAGO,IL,60660,Tavern,41.99750755,-87.67028703,"(41.99750754864776, -87.67028702779074)"
THE CLARK STREET DOG,3040 N CLARK ST,CHICAGO,IL,60657,Tavern,41.93741732,-87.64879561,"(41.937417318548945, -87.64879560645429)"
BIG TEDDY BEAR INS,3513 N PULASKI RD,CHICAGO,IL,60641,Tavern,41.94501708,-87.72721297,"(41.94501707728026, -87.72721296652979)"
MILLIE'S,1817 W WELLINGTON AVE 1ST,CHICAGO,IL,60657,Tavern,41.93586585,-87.67433854,"(41.935865854231174, -87.67433853837197)"
PERCY'S PALACE LTD,5244-5248 W DIVISION ST,CHICAGO,IL,60651,Tavern,41.90233778,-87.75763142,"(41.90233778193326, -87.7576314170359)"
RED,5415 W IRVING PARK RD 1ST,CHICAGO,IL,60641,Tavern,41.953124,-87.7627319,"(41.95312399463296, -87.76273190250066)"
WILD GOOSE BAR & GRILL,4265 N LINCOLN AVE  1ST F,CHICAGO,IL,60618,Tavern,41.95958202,-87.68239844,"(41.95958202440171, -87.68239844007711)"
VAN'S TAP,8406 S KEDZIE AVE 1ST,CHICAGO,IL,60652,Tavern,41.74041482,-87.70228446,"(41.740414814644055, -87.70228446282108)"
J & J LOUNG & BANQUET HALL INC,6539-6541 W 63RD ST,CHICAGO,IL,60638,Tavern,41.77750758,-87.78530285,"(41.77750758060504, -87.78530285418451)"
1858 CORPORATION,1858 W IOWA ST 1ST,CHICAGO,IL,60622,Tavern,41.89787811,-87.67460367,"(41.8978781045364, -87.67460366979881)"
O & W ENTERPRISES,2977 N ELSTON AVE 1 #,CHICAGO,IL,60618,Tavern,41.93561351,-87.69260311,"(41.935613510572914, -87.692603112342)"
WILLA'S FIFTY YARD LINE,69 E 75TH ST  2,CHICAGO,IL,60619,Tavern,41.75817409,-87.62199445,"(41.75817409333064, -87.62199444753409)"
MARIA'S PACKAGED GOODS & COMMUNITY BAR,960 W 31ST ST 1,CHICAGO,IL,60608,Tavern,41.83809105,-87.65111735,"(41.8380910532484, -87.65111734631012)"
DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,Tavern,41.89418046,-87.62821813,"(41.89418045475969, -87.62821812644587)"
CATTLE CALL,1545-1549 W BRYN MAWR AVE 1,CHICAGO,IL,60660,Tavern,41.98337544,-87.66924781,"(41.98337543769504, -87.66924780561808)"
STOCKS & BLONDES BAR & GRILLE,40 N WELLS ST,CHICAGO,IL,60606,Tavern,41.8829406,-87.63400629,"(41.882940596901925, -87.63400628630511)"
J.M. CHATEAU'S,3904 W 47TH ST  1,CHICAGO,IL,60632,Tavern,41.80800816,-87.72137542,"(41.80800816145033, -87.72137541826052)"
MITCHELL LOUNGE,2005 W 69TH ST 1,CHICAGO,IL,60636,Tavern,41.76832753,-87.67389581,"(41.768327530240626, -87.67389580865591)"
SHERI CHASE LOUNGE,7301 N SHERIDAN RD 1ST,CHICAGO,IL,60626,Tavern,42.01404113,-87.66397091,"(42.0140411322766, -87.6639709089456)"
ONTOURAGE,157 W ONTARIO ST,CHICAGO,IL,60610,Tavern,41.89308814,-87.63341655,"(41.893088139940794, -87.63341655218103)"
BAR CASA BLANCA,1158 W GRAND AVE 1,CHICAGO,IL,60642,Tavern,41.89119436,-87.65697067,"(41.89119435787647, -87.65697066575788)"
POITIN STIL,1502 W JARVIS AVE,CHICAGO,IL,60626,Tavern,42.01615589,-87.66832925,"(42.016155885898776, -87.66832925191089)"
MIKE'S SPORTS TAVERN,8354 S PULASKI RD 1ST,CHICAGO,IL,60652,Tavern,41.7405093,-87.72177138,"(41.74050930361554, -87.72177138257288)"
STEVE'S SPORTS BAR & LOUNGE IN,3524 W NORTH AVE GROUND,CHICAGO,IL,60647,Tavern,41.91012144,-87.71510682,"(41.91012144020728, -87.71510681559191)"
BUCKTOWN DYSFUNCTIONAL PUB,1658 W CORTLAND ST FST #,CHICAGO,IL,60622,Tavern,41.91618454,-87.67021939,"(41.916184542777216, -87.67021938757723)"
THE MOTEL BAR,600 W CHICAGO AVE,CHICAGO,IL,60610,Tavern,41.89658519,-87.64299618,"(41.896585191199556, -87.64299618172501)"
MONSEN 'S TALLY HO PUB,1951 W HOWARD ST 1ST,CHICAGO,IL,60626,Tavern,42.01933113,-87.67972844,"(42.01933112574914, -87.67972844082122)"
BRISTOL LOUNGE,3084 N MILWAUKEE AVE,CHICAGO,IL,60618,Tavern,41.93710911,-87.72082349,"(41.937109112504686, -87.72082349029948)"
BARRELMAN TAVERN,6001 N PAULINA ST 1ST,CHICAGO,IL,60660,Tavern,41.99087181,-87.67163251,"(41.990871804795034, -87.67163250929616)"
NICK'S ON WILSON,1140 W WILSON AVE,CHICAGO,IL,60640,Tavern,41.96548895,-87.6591587,"(41.96548894953586, -87.65915869895883)"
WHO CARES,10701 S GREEN BAY AVE 1ST,CHICAGO,IL,60617,Tavern,41.7008573,-87.54119376,"(41.70085730085926, -87.54119375905165)"
MONSIGNOR MURPHY'S,3019 N BROADWAY,CHICAGO,IL,60657,Tavern,41.93708671,-87.64415432,"(41.93708671022796, -87.6441543182686)"
SKY RIDE TAP,105 W VAN BUREN ST  1,CHICAGO,IL,60605,Tavern,41.87677257,-87.63092995,"(41.87677257322148, -87.6309299475236)"
CELTIC CROWN,4301 N WESTERN AVE,CHICAGO,IL,60618,Tavern,41.95953928,-87.6884838,"(41.959539275814876, -87.68848380383307)"
T R'S PUB,3908 W 111TH ST  1,CHICAGO,IL,60655,Tavern,41.69140619,-87.71830608,"(41.691406189233774, -87.71830607808162)"
PHYLLIS' MUSICAL INN,1800 W DIVISION ST,CHICAGO,IL,60622,Tavern,41.90337562,-87.67242958,"(41.903375619155796, -87.67242958322352)"
EL MEXICO MODERNO,1245-1247 N ASHLAND AVE 1ST,CHICAGO,IL,60622,Tavern,41.90463775,-87.66738341,"(41.90463774865936, -87.66738341218588)"
ASTRA CORP,4359 S TALMAN AVE 1ST,CHICAGO,IL,60632,Tavern,41.81388559,-87.69055492,"(41.81388559160875, -87.69055492260155)"
FRIENDLY TAVERN,6124 W GUNNISON ST 1ST,CHICAGO,IL,60630,Tavern,41.96859739,-87.78189521,"(41.968597385239214, -87.78189521071093)"
TOMMY'S ON HIGGINS,6954 W HIGGINS AVE 1ST,CHICAGO,IL,60656,Tavern,41.98016396,-87.80207994,"(41.980163961768156, -87.80207994293053)"
AMERICAN WAY FOOD & LIQUOR INC,3700 N KEDZIE AVE  1,CHICAGO,IL,60618,Tavern,41.94854142,-87.70802018,"(41.948541420905485, -87.70802017899628)"
ANDRE'S,1801 W 87TH ST 1ST,CHICAGO,IL,60620,Tavern,41.73561439,-87.66798285,"(41.73561438939339, -87.66798285046013)"
SIX PENNY B P,5800 W MONTROSE AVE  1,CHICAGO,IL,60634,Tavern,41.9605272,-87.77219443,"(41.96052720416401, -87.77219443062228)"
EL BARON RAJO LOUNGE,4957 S ASHLAND AVE 1ST,CHICAGO,IL,60609,Tavern,41.80327899,-87.66468196,"(41.80327898483532, -87.66468195980194)"
NORTHWOODS LOUNGE,5342 N CUMBERLAND AVE 1ST,CHICAGO,IL,60656,Tavern,41.97680539,-87.83676096,"(41.97680539365502, -87.83676096082264)"
GLADSTONE LOUNGE & LIQUORS,5734 N MILWAUKEE AVE 1ST,CHICAGO,IL,60646,Tavern,41.98564707,-87.77702418,"(41.98564706751948, -87.77702417636466)"
MARIA'S LOUNGE,1734 W DIVISION ST,CHICAGO,IL,60622,Tavern,41.90339097,-87.671449,"(41.90339097291334, -87.67144899975825)"
GIO'S SPORTS BAR,4857 N DAMEN AVE 1ST,CHICAGO,IL,60625,Tavern,41.97042959,-87.67908666,"(41.97042959055041, -87.67908665930871)"
GROUCHO'S BAR & GRILL,8355 S PULASKI RD,CHICAGO,IL,60652,Tavern,41.74051514,-87.72147836,"(41.74051514320914, -87.72147836324686)"
MEMORIES PUB,6325 N CLARK ST,CHICAGO,IL,60660,Tavern,41.99726273,-87.67022232,"(41.99726272628727, -87.6702223175343)"
THREE DOTS AND A DASH,435 N CLARK ST LL,CHICAGO,IL,60654,Tavern,41.89020779,-87.63094084,"(41.89020779260571, -87.63094084169998)"
SOCIETY 2201,2201 W WALNUT ST 1ST,CHICAGO,IL,60612,Tavern,41.88567164,-87.68177223,"(41.88567164152838, -87.68177223280703)"
BOOTLEGGER'S,13 W DIVISION ST,CHICAGO,IL,60610,Tavern,41.90382236,-87.62924445,"(41.90382236084491, -87.62924444589264)"
MURPHY'S LOUNGE,7628 S COTTAGE GROVE AVE,CHICAGO,IL,60619,Tavern,41.75587201,-87.6054683,"(41.755872006726555, -87.60546829933455)"
RUDY'S LOUNGE,5101 S UNION AVE 1,CHICAGO,IL,60609,Tavern,41.80154127,-87.64275056,"(41.80154127063514, -87.64275055577878)"
HAPPY CRACOVIA LOUNGE,2025 N CICERO AVE  1,CHICAGO,IL,60639,Tavern,41.91768234,-87.74599633,"(41.91768234380252, -87.74599632516068)"
RICHMOND TAVERN,2944 W GRAND AVE,CHICAGO,IL,60622,Tavern,41.89608917,-87.70074823,"(41.89608917059594, -87.70074823336402)"
LATE BAR,3534 W BELMONT AVE,CHICAGO,IL,60618,Tavern,41.93933805,-87.71639719,"(41.93933804928447, -87.71639718488446)"
QUESTION MARK,6918 W GRAND AVE 1ST,CHICAGO,IL,60707,Tavern,41.92368232,-87.79850607,"(41.9236823178527, -87.79850606799532)"
JIMMY MACK'S,5581 N NORTHWEST HWY,CHICAGO,IL,60630,Tavern,41.98256422,-87.78137789,"(41.98256422205787, -87.78137789085194)"
CHRISTINA'S PLACE,3759 N KEDZIE AVE  1,CHICAGO,IL,60618,Tavern,41.95019167,-87.70776827,"(41.95019167345904, -87.70776827145029)"
SMALL BAR #1,2956 N ALBANY AVE,CHICAGO,IL,60618,Tavern,41.9355477,-87.70521895,"(41.93554769753773, -87.70521894972788)"
THE JUNCTION LOUNGE,8615 S RACINE AVE 1ST,CHICAGO,IL,60620,Tavern,41.73727064,-87.65323292,"(41.73727063913529, -87.65323292308096)"
CULLINAN'S STADIUM CLUB,11610 S WESTERN AVE,CHICAGO,IL,60643,Tavern,41.68234369,-87.68100795,"(41.68234369329094, -87.68100795347009)"
BLUELIGHT,3251 N WESTERN AVE 1ST,CHICAGO,IL,60618,Tavern,41.94098081,-87.68781207,"(41.94098081229154, -87.68781206980974)"
SMILIN' JIM'S SALOON,6306 N WESTERN AVE,CHICAGO,IL,60659,Tavern,41.99616897,-87.68997916,"(41.99616896480926, -87.68997916163592)"
TRANSIT,1431 W LAKE ST  MAIN,CHICAGO,IL,60607,Tavern,41.88528666,-87.66343138,"(41.88528665773097, -87.66343137939039)"
TAI'S,3611 N ASHLAND AVE,CHICAGO,IL,60613,Tavern,41.94736626,-87.66871998,"(41.94736626113999, -87.6687199756798)"
RICHARD'S BAR,491 N MILWAUKEE AVE  FIRST,CHICAGO,IL,60654,Tavern,41.89104648,-87.64714989,"(41.891046484349566, -87.64714988556881)"
GALVIN'S PUBLIC HOUSE,5901 W LAWRENCE AVE 1ST,CHICAGO,IL,60630,Tavern,41.96757484,-87.77493763,"(41.96757484163005, -87.77493763409912)"
GRANDBAR,1600 W GRAND AVE 1ST,CHICAGO,IL,60622,Tavern,41.89108711,-87.66720406,"(41.89108711220122, -87.6672040584081)"
MCNALLY'S,11136 S WESTERN AVE 1ST,CHICAGO,IL,60643,Tavern,41.690623,-87.68126668,"(41.69062300060122, -87.68126667646852)"
PATRON'S HACIENDA,316-318 W ERIE ST,CHICAGO,IL,60610,Tavern,41.89406892,-87.63641745,"(41.89406892311773, -87.63641744461067)"
240 CAFE & LOUNGE,3948 W LAWRENCE AVE 1,CHICAGO,IL,60625,Tavern,41.96835707,-87.72757835,"(41.968357068238525, -87.72757835154994)"
GUIDE'S SPORTS CLUB,5544 S ARCHER AVE 1ST,CHICAGO,IL,60638,Tavern,41.79799279,-87.74829736,"(41.797992787088695, -87.74829736304864)"
J & A SPORTS BAR,5650 W DIVERSEY AVE,CHICAGO,IL,60639,Tavern,41.93135974,-87.76830612,"(41.931359742356165, -87.76830612237863)"
ANNIE MAE'S CAFE,441 E 71ST ST 1ST,CHICAGO,IL,60619,Tavern,41.76562894,-87.61365689,"(41.765628936707216, -87.61365688480547)"
KEEGAN'S PUB,10618 S WESTERN AVE 1ST,CHICAGO,IL,60643,Tavern,41.70030165,-87.68157332,"(41.70030165449612, -87.68157331460962)"
THE WINDSOR,4530 N MILWAUKEE AVE,CHICAGO,IL,60630,Tavern,41.96315882,-87.75684243,"(41.96315881688357, -87.75684243172473)"
SARENKA INC,4500 S RICHMOND ST 1ST,CHICAGO,IL,60632,Tavern,41.81176078,-87.69813297,"(41.81176078079417, -87.69813297300287)"
SOVEREIGN LIQUORS,6202 N BROADWAY  1ST,CHICAGO,IL,60660,Tavern,41.99469632,-87.66055707,"(41.99469631711613, -87.6605570687782)"
LA ROKA CORP.,3000 S ST LOUIS AVE 1ST,CHICAGO,IL,60623,Tavern,41.8388354,-87.71234421,"(41.8388353981231, -87.71234420552848)"
UNION LEAGUE CLUB,65 W JACKSON BLVD 4TH,CHICAGO,IL,60604,Tavern,41.87804565,-87.6301368,"(41.878045653481664, -87.6301367989615)"
Red Pepper's Lounge,426 E 87TH ST 1,CHICAGO,IL,60619,Tavern,41.73662997,-87.61333322,"(41.736629966335755, -87.61333322109446)"
3529 S HALSTED INC,3529 S HALSTED ST 1ST,CHICAGO,IL,60609,Tavern,41.82988093,-87.64594081,"(41.829880928976365, -87.64594081401107)"
CONGRESS PIZZA,2033 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,Tavern,41.91826596,-87.68952838,"(41.91826595568358, -87.68952838043421)"
LOCAL MOTION,10011 S COMMERCIAL AVE 1,CHICAGO,IL,60617,Tavern,41.71298081,-87.55090659,"(41.712980809812755, -87.55090659047397)"
TREVINO'S LIQUORS INC,4125 W 31ST ST  1ST F,CHICAGO,IL,60623,Tavern,41.83673083,-87.72793087,"(41.83673082682839, -87.72793086609656)"
"SUNSET INN,INC",5221 S CICERO AVE,CHICAGO,IL,60632,Tavern,41.79800597,-87.74275693,"(41.79800597428108, -87.7427569288057)"
BROWN SUGAR LOUNGE,2674 W MADISON ST 1,CHICAGO,IL,60612,Tavern,41.88120077,-87.69384383,"(41.88120077396047, -87.69384383164197)"
BENCHMARK BAR & GRILL,1508-1510 N WELLS ST 1ST AND 2ND FLOORS,CHICAGO,IL,60610,Tavern,41.90947419,-87.63480392,"(41.90947418881767, -87.63480391525263)"
SUITE LOUNGE,1446 N WELLS ST 1ST,CHICAGO,IL,60610,Tavern,41.90892604,-87.63478764,"(41.908926038374304, -87.63478763458998)"
THE CLOSET,3325 N BROADWAY  1ST,CHICAGO,IL,60657,Tavern,41.94264743,-87.64433254,"(41.94264743041398, -87.64433253937592)"
STAR OF SIAM,11 E ILLINOIS ST,CHICAGO,IL,60611,Tavern,41.89076289,-87.62754901,"(41.89076289253344, -87.62754900580227)"
REDMOND'S,3356-3358 N SHEFFIELD AVE,CHICAGO,IL,60657,Tavern,41.94342007,-87.65436004,"(41.943420067930674, -87.65436004059913)"
MONASTERO'S RISTORANTE,3935-3939 W DEVON AVE  1ST,CHICAGO,IL,60659,Tavern,41.99713415,-87.72766362,"(41.99713414611455, -87.72766362171252)"
1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE,CHICAGO,IL,60657,Tavern,41.94002036,-87.65417211,"(41.940020360226804, -87.65417210636889)"
FOUR MOON TAVERN,1847 W ROSCOE ST 1ST,CHICAGO,IL,60657,Tavern,41.94314096,-87.6757074,"(41.94314096316059, -87.67570739466916)"
LINCOLN TAP ROOM,3010 N LINCOLN AVE,CHICAGO,IL,60657,Tavern,41.93632822,-87.66420173,"(41.93632821811502, -87.6642017296887)"
SHEFFIELD BEER & WINE GARDEN,3256-3258 N SHEFFIELD AVE 1,CHICAGO,IL,60657,Tavern,41.94159066,-87.65430497,"(41.94159066006034, -87.65430497323777)"
WILL'S NORTHWOODS INN,3032-3034 N RACINE AVE,CHICAGO,IL,60657,Tavern,41.93720667,-87.65902155,"(41.93720667186293, -87.65902155261739)"
HEADQUATERS BEERCADE,2833 N SHEFFIELD AVE,CHICAGO,IL,60657,Tavern,41.93359333,-87.65374537,"(41.93359333047919, -87.6537453704389)"
ANDYS 11 EAST LOUNGE,11 E HUBBARD ST 1ST,CHICAGO,IL,60611,Tavern,41.88996387,-87.62750692,"(41.889963868268154, -87.62750692235896)"
THE WESTIN MICHIGAN AVENUE,909 N MICHIGAN AVE,CHICAGO,IL,60611,Tavern,41.89953903,-87.623989,"(41.89953902796158, -87.62398900032618)"
COBRA LOUNGE,231 N ASHLAND AVE 1,CHICAGO,IL,60607,Tavern,41.88633229,-87.66685981,"(41.88633228594559, -87.66685980599203)"
THE OPTION ROOM,401 S LA SALLE ST,CHICAGO,IL,60605,Tavern,41.87681397,-87.63162266,"(41.87681397302159, -87.63162266168106)"
JP BURKE'S PATIO & TAP,2913 N LINCOLN AVE,CHICAGO,IL,60657,Tavern,41.93475838,-87.66157417,"(41.93475838345002, -87.66157417310201)"
LIZZIE MC NEILLS,400 N MCCLURG CT,CHICAGO,IL,60611,Tavern,41.88911847,-87.61775488,"(41.88911847301037, -87.61775487651728)"
CODY'S PUB,1658 W BARRY AVE 1,CHICAGO,IL,60657,Tavern,41.93795135,-87.67090876,"(41.93795135333893, -87.67090875737219)"
REPLAY,3439 N HALSTED ST,CHICAGO,IL,60657,Tavern,41.94481713,-87.64926543,"(41.944817125602, -87.64926543059727)"
BENCHWARMERS SPORTS BAR AND GRILL,1540 W NORTH AVE,CHICAGO,IL,60622,Tavern,41.91075187,-87.6668909,"(41.910751865596865, -87.66689090396886)"
MATILDA,3101 N SHEFFIELD AVE 1ST & BSMT,CHICAGO,IL,60657,Tavern,41.9381354,-87.6538991,"(41.938135400887774, -87.65389910021774)"
CHIEF O'NEILL'S PUB & RESTAURANT,3471-3479 N ELSTON AVE 1ST,CHICAGO,IL,60618,Tavern,41.94431195,-87.70525482,"(41.944311953934424, -87.7052548221551)"
MARQUEE LOUNGE,1973 N HALSTED ST,CHICAGO,IL,60614,Tavern,41.91802219,-87.64835521,"(41.91802218517212, -87.64835520870898)"
STREETERS TAVERN,50 E CHICAGO AVE,CHICAGO,IL,60611,Tavern,41.89681404,-87.62627782,"(41.89681403921755, -87.62627782343786)"
NEW REBOZO CHICAGO,46 E SUPERIOR ST 1,CHICAGO,IL,60611,Tavern,41.89581576,-87.62641646,"(41.89581575920819, -87.62641646011672)"
GALWAY BAY,500 W DIVERSEY PKWY,CHICAGO,IL,60614,Tavern,41.93297686,-87.64149609,"(41.93297686391123, -87.64149608965117)"
THE LOCAL OPTION TAVERN,1102 W WEBSTER AVE 1,CHICAGO,IL,60614,Tavern,41.92180767,-87.65606255,"(41.921807668746176, -87.65606254663311)"
SCARLET BAR,3320 N HALSTED ST 1,CHICAGO,IL,60657,Tavern,41.94247093,-87.64949678,"(41.942470929736956, -87.64949678051296)"
